License,Type of licenses,Name,Contact,Address,"City,State,Zip",County,Phone,ExpirationDate,Website
41978,Food Establishment Licenses,RAM FOOD MART,GIRISH PATEL,1101 E MONTGOMERY CROSSROADS,"SAVANNAH, GA     31406",CHATHAM,(912) 961-0019,6/30/2026,
70869,Food Establishment Licenses,CVS PHARMACY #4229,THOMAS MOFFATT,12012 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 920-0963,6/30/2026,
1975419,Food Establishment Licenses,GREAT AMERICAN COOKIES,DARRYL LIGHT,7804 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 355-7927,6/30/2024,
4766761,Food Establishment Licenses,GATEWAY MARATHON,BIJALKUMAR PATEL,2 W GATEWAY BLVD,"SAVANNAH, GA     31419",CHATHAM,760-267-1724,6/30/2025,
41975,Food Establishment Licenses,NANCYS SEAFOOD,JOSEPH HO,1302 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 232-4442,6/30/2026,
5511758,Food Establishment Licenses,JIM'S QUICK STOP,AVINASH PATEL,922 PENNSYLVANIA AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 349-0733,6/30/2026,
5105579,Food Establishment Licenses,PENNEY OPCO LLC #2060,DAVID BULLINGTON,7804 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 355-4000,6/30/2026,
5510685,Food Establishment Licenses,NATURALS2GO,HEATH FALZARANO,133 SOUTHERN BLVD,"SAVANNAH, GA     31405",CHATHAM,(912) 223-6954,6/30/2026,
5310542,Food Establishment Licenses,CIRCLE K STORES INC #2707265,TOM HARMAN,930 CHATHAM PKWY,"SAVANNAH, GA     31415",CHATHAM,(912) 744-0980,6/30/2026,
33537,Food Establishment Licenses,JOHNNY HARRIS BAR B QUE SAUCE,PHIL DONALDSON,2801 WICKLOW ST,"SAVANNAH, GA     31404",CHATHAM,(912) 354-8828,6/30/2023,
1756415,Food Establishment Licenses,SHREEJI CONVENIENCE MART,SUREKHABEN PATEL,10325 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,,6/30/2026,
68607,Food Establishment Licenses,VYOM,VIRENDRA PATEL,5920 OGEECHEE RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-7011,6/30/2026,
2968404,Food Establishment Licenses,FRIENDSHIP COFFEE COMPANY,GAY FORTSON,205 JOHNNY MERCER BLVD UNIT I,"SAVANNAH, GA     31410",CHATHAM,(912) 631-9544,6/30/2026,
4987130,Food Establishment Licenses,LOUVENIA'S FOOD,JASON / MICHELLE WALKER,11 GATEWAY BLVD S,"SAVANNAH, GA     31419",CHATHAM,(912) 657-4153,6/30/2024,
2943405,Food Establishment Licenses,SHELL FOOD MART,JAYESH PATEL,1 E GATEWAY BLVD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-3526,6/30/2025,
3452408,Food Establishment Licenses,GIGI'S CUPCAKES,XIAORU SHI,5521 ABERCORN ST STE 100,"SAVANNAH, GA     31405",CHATHAM,(912) 349-2778,6/30/2026,
4162584,Food Establishment Licenses,TIENDA MEXICANA JUQULITA,MARICELA BRUNO,221 EXECUTIVE CIRCLE,"SAVANNAH, GA     31406",CHATHAM,(912) 921-7040,6/30/2026,
3240286,Food Establishment Licenses,PARKER'S #62,GREGORY PARKER,2175 BENTON BLVD,"SAVANNAH, GA     31407",CHATHAM,(912) 349-0091,6/30/2026,
5451453,Food Establishment Licenses,RAY'S BUTCHER SHOP,SURINDERPAL SINGH,3707 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 234-7951,6/30/2026,
34396,Food Establishment Licenses,PILOT TRAVEL CENTER #072,"JAMES HASLAM, III",1504 DEAN FOREST RD,"SAVANNAH, GA     31408",CHATHAM,(912) 964-5280,6/30/2026,
4955536,Food Establishment Licenses,WHAT CHEFS WANT!,MOLLIE & RON TURNIER,633 E 33 RD ST,"SAVANNAH, GA     31401",CHATHAM,(912) 966-5297,6/30/2026,
1369460,Food Establishment Licenses,FAMILY DOLLAR STORE #8034,HOWARD LEVINE,4601 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,(912) 645-9573,6/30/2026,
1491814,Food Establishment Licenses,BYRD COOKIE COMPANY FACTORY STORE,STEPHANIE LINDLEY,213 W JULIAN ST,"SAVANNAH, GA     31401",CHATHAM,(912) 233-8816,6/30/2026,
39725,Food Establishment Licenses,SAVANNAH CONVENIENCE INC,Gary Allen,6827 WATERS AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 354-3294,6/30/2025,
1382273,Food Establishment Licenses,WALMART SUPERCENTER #4556,TIM SKINNER,14030 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 927-8000,6/30/2026,
2994424,Food Establishment Licenses,JAY AMBE FOOD MART,DEVENDRA PATEL,2511 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,540-816-9062,6/30/2026,
5874253,Food Establishment Licenses,"ROSS DRESS FOR LESS, INC #2711",TODD SCHAFFLER,"1900 EAST VICTORY DR, STE AOO","SAVANNAH, GA     31404",CHATHAM,(912) 238-4433,6/30/2026,
29263,Food Establishment Licenses,BUDGET FOOD STORE,ZIAD ABDALLAH,1028 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 233-1613,6/30/2025,
26982,Food Establishment Licenses,FAMILY DOLLAR STORE #426,HOWARD LEVINE,60 E DeRENNE AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 354-8241,6/30/2026,
80648,Food Establishment Licenses,HOMEGOODS INC #197,,5 ABERCORN PLAZA STE A,"SAVANNAH, GA     31406",CHATHAM,(912) 925-2225,6/30/2026,
4876977,Food Establishment Licenses,CREAM TEA COMPANY,BRITTNE' SHEEAN,1000 EISENHOWER DR STE J,"SAVANNAH, GA     31406",CHATHAM,(805) 712-7406,6/30/2024,
1756420,Food Establishment Licenses,SAVANNAH MALL SHELL,BHARTI PATEL,14001 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 920-0842,6/30/2025,
99924,Food Establishment Licenses,TARGET STORE T-2331,ROBERT ULRICH,1907 E VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(912) 644-1600,6/30/2026,
1491542,Food Establishment Licenses,DOLLAR GENERAL STORE #13714,TODD VASOS,2110 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 373-8947,6/30/2026,
4766813,Food Establishment Licenses,CHEERS BEER & WINE LLC,MALAYSHA HALL,6606 WATERS AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 441-7587,6/30/2022,
5511165,Food Establishment Licenses,SAVANNAH SOUTHSIDE SEAFOOD MARKET,ANA YUGSI,12328 LARGO DR.,"SAVANNAH, GA     31419",CHATHAM,(912) 358-0532,6/30/2026,
5311055,Food Establishment Licenses,DIAMOND FOOD MART,VANDANA RAMTEKE,3017 BULL ST,"SAVANNAH, GA     31405",CHATHAM,(912) 236-0778,6/30/2026,
4323271,Food Establishment Licenses,SAVANNAH COFFEE ROASTERS,LORI COLLINS,215 W LIBERTY ST,"SAVANNAH, GA     31401",CHATHAM,(912) 352-2994,6/30/2026,
5608675,Food Establishment Licenses,THE STORE,KAREN DICKERSON,1803 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(404) 783-1954,6/30/2026,
3452425,Food Establishment Licenses,CHU'S MARKET,DIPESH PATEL,1407 MONTGOMERY ST,"SAVANNAH, GA     31401",CHATHAM,(912) 232-3462,6/30/2025,
97795,Food Establishment Licenses,CHU'S CONVENIENCE MART #114,RICHARD PRUDEN,12006 MIDDLEGROUND RD,"SAVANNAH, GA     31419",CHATHAM,(912) 964-4055,6/30/2026,
3531105,Food Establishment Licenses,PARKER'S #64,GREGORY PARKER,1601 DEAN FOREST RD,"SAVANNAH, GA     31408",CHATHAM,(912) 966-1686,6/30/2026,
2994466,Food Establishment Licenses,"US FOODS OF GA, LLC",ASHRAF ABDALLAH,1315 AUGUSTA AVE,"SAVANNAH, GA     31415",CHATHAM,(912) 232-6690,6/30/2026,
4322622,Food Establishment Licenses,EAGLE MARKET #1,TARAK PATEL,3014 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,912-856-0931,6/30/2026,
4919907,Food Establishment Licenses,CHEF DARIN'S KITCHEN TABLE,DARIN SEHNERT,2514 ABERCORN ST UNIT 140,"SAVANNAH, GA     31401",CHATHAM,(912) 662-6882,6/30/2026,
4370616,Food Establishment Licenses,REDDY ICE,,431 HARMON ST,"SAVANNAH, GA     31401",CHATHAM,214-272-4202,6/30/2026,
2530455,Food Establishment Licenses,OGEECHEE CONVENIENCE,MITUL PATEL,6001 OGEECHEE RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-4305,6/30/2026,
2042334,Food Establishment Licenses,ALIVE MINI MARKET,JOYCE GRIGGS,707 HARMON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 376-1279,6/30/2024,
4109439,Food Establishment Licenses,WINCHESTER GARDENS LLC,STELLA MATHEWS,140 JOHNNY MERCER BLVD #15,"SAVANNAH, GA     31410",CHATHAM,912-398-6662,6/30/2026,
5608891,Food Establishment Licenses,QUICK STOP #92,BHAVESH PATEL,1450 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 231-3763,6/30/2026,
4987192,Food Establishment Licenses,OMG CANDY STORE,RAY DALY,21 E BROUGHTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 999-8974,6/30/2026,
4896836,Food Establishment Licenses,PUMP N GO,ASHWIN PATEL,5663 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 417-2091,6/30/2026,
526816,Food Establishment Licenses,PUBLIX SUPER MARKET #1186,WILLIAM CRENSHAW,11701 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 925-4112,6/30/2026,
1972825,Food Establishment Licenses,GENJI SAVANNAH,TAKESHI YAMAKAWA,1815 E VICTORY DR,"SAVANNAH, GA     31401",CHATHAM,(912) 358-5829,6/30/2026,
2795529,Food Establishment Licenses,WALMART #4530 FUEL KIOSK,TIM SKINNER,10530 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 712-7007,6/30/2026,
4956082,Food Establishment Licenses,VICTORIAN MARKET,ALPA PATEL,1004 ABERCORN ST,"SAVANNAH, GA     31401",CHATHAM,(912) 349-5882,6/30/2026,
97532,Food Establishment Licenses,DOLLAR TREE DISTRIBUTION INC,BOB SASSER,151 CROSSROADS PARKWAY,"SAVANNAH, GA     31407",CHATHAM,(912) 965-1994,6/30/2026,
93612,Food Establishment Licenses,BRAVO FOODSERVICE INC,VERONICA JAIME,1550 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 238-0907,6/30/2026,
93612,Food Establishment Licenses,BRAVO FOODSERVICE INC,VERONICA JAIME,1550 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 238-0907,12/31/2024,
83276,Food Establishment Licenses,THE KROGER COMPANY STORE #460,DAVE DILLON,7 DIAMOND CAUSEWAY,"SAVANNAH, GA     31406",CHATHAM,(912) 353-4345,6/30/2026,
4877358,Food Establishment Licenses,JAMZ THRIFTY STORE,LEATRISE ADAMS,325 STALEY AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 414-3074,6/30/2025,
32007,Food Establishment Licenses,7 11 MINIT STORE & GIFT SHOP,REKHA PATEL,3700 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 355-5663,6/30/2026,
4920236,Food Establishment Licenses,PARKER'S #88,GREGORY PARKER,21 E DERENNE AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 721-7597,6/30/2026,
4986697,Food Establishment Licenses,JASMINE FOOD MART,DIPESHKUMAR PATEL,9602 WHITE BLUFF RD,"SAVANNAH, GA     31406",CHATHAM,(912) 495-7080,6/30/2026,
27052,Food Establishment Licenses,AKSHAR ENTERPRISE INC,BHUPENDRA PATEL,5402 LA ROCHE AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 353-9001,6/30/2026,
2562416,Food Establishment Licenses,BRADLEY CORNER,DAVESH PATEL,1102 BRADLEY BLVD STE B,"SAVANNAH, GA     31419",CHATHAM,(912) 925-0999,6/30/2025,
31441,Food Establishment Licenses,PARKER'S #13,GREGORY PARKER,2004 BEECH ST,"SAVANNAH, GA     31404",CHATHAM,(912) 236-5774,6/30/2026,
4459931,Food Establishment Licenses,RSK ENTERPRISES OF SAVANNAH,ROBERT KELLY,8507 A FERGUSON AVE,"SAVANNAH, GA     31406",CHATHAM,912-656-5591,6/30/2023,
1409266,Food Establishment Licenses,STAPLES THE OFFICE SUPERSTORE,MICHAEL MILES,1915 E VICTORY SQUARE DR,"SAVANNAH, GA     31404",,(508) 253-5000,6/30/2026,
3452413,Food Establishment Licenses,PUMP N GO,MOSHMIBEN PATEL,2320 OGEECHEE RD,"SAVANNAH, GA     31415",CHATHAM,(912) 712-3603,6/30/2026,
26411,Food Establishment Licenses,RIVER STREET SWEETS,PAM STRICKLAND,13 E RIVER ST,"SAVANNAH, GA     31401",CHATHAM,(912) 234-4608,6/30/2026,
4410025,Food Establishment Licenses,TOP STOP,PARTH PATEL,401 E MONTGOMERY CROSSROAD,"SAVANNAH, GA     31406",CHATHAM,912-920-3155,6/30/2026,
4823436,Food Establishment Licenses,MARSHALLS #0702,RICHARD SHERR,8108 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 927-4384,6/30/2026,
4576411,Food Establishment Licenses,MINI MART,MRUGESH PATEL,5208 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,267-407-2719,6/30/2023,
4876912,Food Establishment Licenses,FUJISAN SUSHI,KEITH MAEDA,1975 E MONTGOMERY CROSSROADS,"SAVANNAH, GA     31406",CHATHAM,(912) 352-3330,6/30/2026,
4108408,Food Establishment Licenses,SAVANNAH MART,MEHUL PATEL,1300 E DERENNE AVE,"SAVANNAH, GA     31404",CHATHAM,912-354-6505,6/30/2024,
5311299,Food Establishment Licenses,"L & M SAUCE WORKS, LLC",LYNDA PHILLIPS,1000 EISENHOWER DRIVE,"SAVANNAH, GA     31406",CHATHAM,(678) 283-3819,6/30/2026,
66972,Food Establishment Licenses,SAVANNAH'S CANDY KITCHEN,STAN STRICKLAND,242 E LATHROP AVE,"SAVANNAH, GA     31415",CHATHAM,(912) 232-2639,6/30/2026,
5609356,Food Establishment Licenses,TYBEE OYSTER COMPANY,ALEXANDER SOLOMON,6705 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 521-4430,7/31/2026,
59882,Food Establishment Licenses,PUBLIX SUPER MARKET #521,TODD JONES,4717 B EAST HWY 80,"SAVANNAH, GA     31410",CHATHAM,(912) 897-8111,6/30/2026,
5174968,Food Establishment Licenses,CITY LINE GAS,DHRUVIKABEN PATEL,225 S COASTAL HWY,"SAVANNAH, GA     31407",CHATHAM,(912) 335-1820,6/30/2026,
5608676,Food Establishment Licenses,PANADERIA JAZMIN DEL 17,MARIO GARCIA AVILA,4928 OGEECHE RD STE B,"SAVANNAH, GA     31405",CHATHAM,(912) 777-5007,6/30/2026,
42540,Food Establishment Licenses,SUNOCO GAS STATION,JAYANTI PATEL,12424 WHITE BLUFF RD,"SAVANNAH, GA     31419",CHATHAM,(912) 920-8556,6/30/2026,
1449410,Food Establishment Licenses,FOOD LION #2150,SCOTT GENTRY,2208 E DERENNE AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 356-1274,6/30/2026,
33990,Food Establishment Licenses,JONES RED & WHITE,JAMES JONES,4607 HABERSHAM ST,"SAVANNAH, GA     31405",CHATHAM,(912) 352-2370,6/30/2026,
5106283,Food Establishment Licenses,WATERS MARKET,ALKESH PATEL,4402 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(951) 292-1645,6/30/2026,
4347414,Food Establishment Licenses,EBENEZER DISCOUNT GROCERY,JEREMY MILES,309 MAIN ST STE B,"SAVANNAH, GA     31408",CHATHAM,(912) 777-7869,6/30/2026,
30339,Food Establishment Licenses,GAS AND MORE,JITENDRA PATEL,4700 US HIGHWAY 80 E,"SAVANNAH, GA     31410",CHATHAM,(912) 898-4578,6/30/2026,
91900,Food Establishment Licenses,TARGET STORE T-1910,ROBERT ULRICH,14065 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 925-2667,6/30/2026,
4162479,Food Establishment Licenses,DOLLAR TREE #00809,BOB SASSER,5911 OGEECHEE RD,"SAVANNAH, GA     31419",CHATHAM,(912) 226-5425,6/30/2026,
6028888,Food Establishment Licenses,YUMMI SUSHI @KROGER #418,,311 E. GWINNETT ST,"SAVANNAH, GA     31410",CHATHAM,(972) 402-9498,6/30/2026,
528105,Food Establishment Licenses,AFC SUSHI @KROGER #609,,495 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 987-3532,6/30/2026,
4824365,Food Establishment Licenses,ISREALLY HUMMUS,ASSAF GLEIZNER,1000 EISENHOWER DR STE D,"SAVANNAH, GA     31406",CHATHAM,(914) 419-5099,6/30/2026,
88634,Food Establishment Licenses,BASS PRO SHOPS OUTDOOR WORLD,JIM HAGALE,14045 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 961-4200,6/30/2026,
1972672,Food Establishment Licenses,CAPITAL BEE COMPANY,THOMAS HINELY,2700 GREGORY ST STE 230,"SAVANNAH, GA     31404",CHATHAM,(912) 663-1079,6/30/2025,
5510481,Food Establishment Licenses,FOOD MART,JAYANTKUMAR PATEL,1816 MONTGOMERY ST,"SAVANNAH, GA     31401",CHATHAM,(508) 250-5617,6/30/2026,
2994437,Food Establishment Licenses,PENNY SAVER #1,MAHER SAMMOUR,2205 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 236-5006,6/30/2026,
38673,Food Establishment Licenses,RUSSOS SEAFOOD INC,"CHARLES RUSSO, JR.",201 E 40TH ST,"SAVANNAH, GA     31401",CHATHAM,(912) 234-5196,6/30/2023,
38673,Food Establishment Licenses,RUSSOS SEAFOOD INC,"CHARLES RUSSO, JR.",201 E 40TH ST,"SAVANNAH, GA     31401",CHATHAM,(912) 234-5196,12/31/2023,
38673,Food Establishment Licenses,RUSSOS SEAFOOD INC,"CHARLES RUSSO, JR.",201 E 40TH ST,"SAVANNAH, GA     31401",CHATHAM,(912) 234-5196,7/31/2026,
5608801,Food Establishment Licenses,GARCIA FAMILIA AGUA FRESCA,BRITTANY FELDMAN,324 W BOLTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 659-8172,6/30/2026,
4162906,Food Establishment Licenses,THE FORAGE GENERAL STORE,MICHAEL BAUCCIO,1 W VICTORY DR,"SAVANNAH , GA     31405",CHATHAM,912-346-0714,6/30/2026,
1408816,Food Establishment Licenses,"ROYAL CUP, INC","WILLIAM SMITH, JR.",8 MALL TERRACE UNIT A-4,"SAVANNAH, GA     31406",CHATHAM,(912) 356-1073,6/30/2024,
52357,Food Establishment Licenses,DAVIS PRODUCE & PLANTS,RANDY DAVIS,7755 HIGHWAY 80 EAST,"SAVANNAH, GA     31410",CHATHAM,(912) 897-5513,6/30/2023,
68173,Food Establishment Licenses,JAY RAM,VIRENDRAKUMAR PATEL,3207 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 355-4882,6/30/2026,
5874615,Food Establishment Licenses,BHOLE DISCOUNT CORNER,KETAN PATEL,104 TIBET AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 661-5359,6/30/2026,
4897393,Food Establishment Licenses,SAVANNAH SQUARE POPS,JUDD WIGGINS,344 MLK JR. BLVD,"SAVANNAH, GA     31401",CHATHAM,(912) 999-7078,6/30/2026,
82736,Food Establishment Licenses,SHIV DISCOUNT CORNER INC,RASHMIKANT PATEL,44 ABERCORN ST,"SAVANNAH, GA     31401",CHATHAM,(912) 844-5542,6/30/2026,
4495648,Food Establishment Licenses,"MURPHY USA, INC",GREG SMITH,6004 OGEECHEE RD,"SAVANNAH, GA     31419",CHATHAM,(870) 875-7595,6/30/2026,
4896812,Food Establishment Licenses,SAVANNAH TEA ROOM,ANASTASIA & ELIZABETH MCDONALD,14 E MACON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 656-6430,6/30/2026,
4766631,Food Establishment Licenses,SWEET SOIREES BY NICOLE,NICOLE JOHNSON,6610 WATERS AVE,"SAVANNAH, GA     31406",CHATHAM,912-272-9947,6/30/2026,
6203736,Food Establishment Licenses,WILDLIGHT HONEY,ALEC BRUNS,1000 EISENHOWER DR STE J,"SAVANNAH, GA     31406",CHATHAM,(678) 847-7349,6/30/2026,
2795472,Food Establishment Licenses,WALMART #4530,TIM SKINNER,10530 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 712-7007,6/30/2026,
5512169,Food Establishment Licenses,NOURIA 3024 EAST VICTORY DRIVE,TONY EL-NEMR,3024 EAST VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(912) 298-0699,6/30/2026,
6029265,Food Establishment Licenses,MARATHON STATION,KUSUMBEN PATEL,3717 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 238-1280,6/30/2026,
4577423,Food Establishment Licenses,HIGHLAND SHELL,BIJAL PATEL,485 JIMMY DELOACH PKWY,"SAVANNAH, GA     31407",CHATHAM,912-335-2934,6/30/2026,
1475422,Food Establishment Licenses,ONE STOP SHOP,VINAY PATEL,2100 MONTGOMERY ST,"SAVANNAH, GA     31401",CHATHAM,(912) 234-2150,6/30/2026,
5874237,Food Establishment Licenses,DOLLAR TREE #8166,BOB SASSER,7360 SKIDAWAY RD #B,"SAVANNAH, GA     31406",CHATHAM,(912) 581-2861,6/30/2026,
5511802,Food Establishment Licenses,NICK'S FOOD MART,NAYANKUMAR PATEL,902 PENNSYLVANIA AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 232-8239,6/30/2025,
3446136,Food Establishment Licenses,LE MACARON FRENCH PASTRIES,REGINALD THOMPSON,204 W BROUGHTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 712-5094,6/30/2026,
30258,Food Establishment Licenses,ASHIRVAD INC,MANISHA PATEL,825 TIBET AVE,"SAVANNAH, GA     31406",CHATHAM,(912) 925-5767,6/30/2024,
5451964,Food Establishment Licenses,OGEECHEE SHELL,KRUNAL DHIMMAR,3618 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 233-8307,6/30/2026,
98259,Food Establishment Licenses,FOOD LION #2682,SCOTT GENTRY,1040 KING GEORGE BLVD,"SAVANNAH, GA     31419",CHATHAM,(912) 920-2114,6/30/2026,
1369542,Food Establishment Licenses,WALGREENS #10635,,5701 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 232-8512,6/30/2026,
2530500,Food Establishment Licenses,THE MATE FACTOR,BRIAN FENSTER,401 E HALL ST,"SAVANNAH, GA     31401",CHATHAM,828-292-3529,6/30/2024,
81590,Food Establishment Licenses,"ROLLING FRITO LAY SALES, LP",,12 SOUTHERN OAKS DR,"SAVANNAH, GA     31405",CHATHAM,(863) 608-2476,6/30/2026,
4823977,Food Establishment Licenses,HALITO HERBS,TYLER PLANTE,1000 EISENHOWER DR STE J,"SAVANNAH, GA     31406",CHATHAM,(912) 339-5103,6/30/2023,
4460202,Food Establishment Licenses,"SEA ISLAND PRODUCE, INC",Richard Harris,101 TELFAIR RD,"SAVANNAH, GA     31415",CHATHAM,(912) 544-1130,6/30/2026,
3446052,Food Establishment Licenses,FAMILY DOLLAR #31865,HOWARD LEVINE,42 W MONTGOMERY CROSSROAD STE D,"SAVANNAH, GA     31406",CHATHAM,(912) 303-8605,6/30/2026,
3531343,Food Establishment Licenses,WATSON'S SEAFOOD,MISOOK YU,750 PENNSYLVANIA AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 777-2009,6/30/2026,
4577444,Food Establishment Licenses,DIAMOND FOOD MART INC,MEHUL PATEL,3019 BULL ST,"SAVANNAH, GA     31405",CHATHAM,(912) 236-0778,6/30/2024,
1491583,Food Establishment Licenses,FAMILY DOLLAR STORE #8738,HOWARD LEVINE,3201 MONTGOMERY AVE,"SAVANNAH, GA     31405",MECKLENBURG,(912) 232-0694,6/30/2026,
2530476,Food Establishment Licenses,DISCOUNT CORNER II,VINITKUMAR PATEL,1521 E ANDERSON ST,"SAVANNAH, GA     31404",CHATHAM,(912) 233-1002,6/30/2026,
4460335,Food Establishment Licenses,HOTTIE COFFEE LLC,LORIE ELLIS,116 SUNSHINE AVE LOT 76,"SAVANNAH, GA     31405",CHATHAM,386-682-0693,6/30/2024,
3452424,Food Establishment Licenses,HIGHLAND PARK BP,RAJESH KUMAR PATEL,1900 BENTON BLVD STE 103,"SAVANNAH, GA     31407",CHATHAM,(912) 348-3639,6/30/2026,
1475402,Food Establishment Licenses,"DS SERVICES OF AMERICA, INC",TOM HARRINGTON,167 KNOWLTON WAY STE 111,"SAVANNAH, GA     31407",CHATHAM,(770) 933-1400,6/30/2026,
1335431,Food Establishment Licenses,CHEN JACKIES SEAFOOD MARKET,HUI LIN CHEN,1117 E MONTGOMERY CROSSROADS,"SAVANNAH, GA     31406",CHATHAM,(912) 927-2266,6/30/2026,
4495505,Food Establishment Licenses,PARKER'S #82,GREGORY PARKER,1930 MONTGOMERY CROSSROAD,"SAVANNAH, GA     31407",CHATHAM,(912) 663-0707,6/30/2026,
43262,Food Establishment Licenses,TROLLEY STOP GIFTS,GREG WHIPPLE,217 W SAINT JULIAN ST,"SAVANNAH, GA     31401",CHATHAM,(305) 293-6866,6/30/2023,
528057,Food Establishment Licenses,AFC SUSHI @PUBLIX #456,,155 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 987-8100,6/30/2026,
4955623,Food Establishment Licenses,CRUMBL SANDFLY,MILO LEAKEHE,1932 E MONTGOMERY CROSS ROAD STE 100,"SAVANNAH, GA     31406",CHATHAM,(912) 581-2669,6/30/2026,
1756419,Food Establishment Licenses,DELESSEPS QUICK STOP,NIRALI PATEL,2022 DELESSEPS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 355-5421,6/30/2026,
70355,Food Establishment Licenses,CHU'S CONVENIENCE MART #119,RICHARD PRUDEN,2 W DERENNE AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 354-7338,6/30/2026,
3239762,Food Establishment Licenses,CIRCLE K STORE #2701869,BRIAN HANNASCH,5520 HIGHWAY 21,"SAVANNAH, GA     31408",CHATHAM,(912) 964-0777,6/30/2026,
4987020,Food Establishment Licenses,GX (GAS EXPRESS) MARKET,NASHADH PATEL,8900 WHITE BLUFF RD,"SAVANNAH, GA     31406",CHATHAM,(731) 332-2315,6/30/2026,
32008,Food Establishment Licenses,CVS PHARMACY #4260,THOMAS MOFFATT,4725 WATERS AVE,"SAVANNAH, GA     31404",PROVIDENCE,(912) 355-7113,6/30/2026,
4370904,Food Establishment Licenses,DOLLAR TREE #08059,BOB SASSER,1920 EAST GWINNETT ST,"SAVANNAH, GA     31404",CHATHAM,(912) 712-7557,6/30/2026,
5874112,Food Establishment Licenses,THEODORA FOTOPOULOU LLC,THEODORA FOTOPOULOU,5002 PAULSEN ST UNIT 108,"SAVANNAH, GA     31406",CHATHAM,(912) 228-9182,6/30/2025,
4986742,Food Establishment Licenses,"MDMACARONS, INC",AMY/LAURA SHIPPY/HALE,5002 PAULSEN ST # 108,"SAVANNAH, GA     31405",CHATHAM,(912) 596-6339,6/30/2026,
31828,Food Establishment Licenses,CVS PHARMACY #7228,THOMAS MOFFATT,7360 SKIDAWAY RD,"SAVANNAH, GA     31406",CHATHAM,(912) 356-0453,6/30/2026,
2490440,Food Establishment Licenses,COASTAL EMPIRE BEER CO.,CHRIS/KEVIN HABORAK,79 ROSS RD,"SAVANNAH, GA     31405",CHATHAM,(912) 224-2277,6/30/2024,
